9;061809010901;Proteza za podlakticu, funkcionalna, mioelektronièka;Otto Bock Adria;Otto Bock Adria;Proteza za podlakticu, funkcionalna, mioelektronièka, Otto Bock Adria;Proteza za podlakticu, funkcionalna, mioelektornièka, 13E200, 10S4, 13E51, 13E129, 9E169, 757Z103, 757B15, 757L14, 757Z184, 10S1, 8E38=7 ili 8E39=7, 8S11;1;2, 3;5;NE;kom;1;2 god; 3 god.; 3 god.;45.884,12;I;I;SPPD;Metal - plastika, svi moduli i materijali-originalni proizvod. ;
;;Proteze za lakat (dezartikulacijski bataljak);;;;;;;;;;;;;;;;;;;
10;061812011001;Proteza za lakat, kozmetièka, plastièna, gumena šaka;Otto Bock Adria;Otto Bock Adria;Proteza za lakat, kozmetièka, plastièna, gumena šaka, Otto Bock Adria;Proteza za lakat, kozmetièka, plastièna, gumena šaka, 8S6, 8S9, 8S5, 8S8, 8S4, 8S7, 10A40, 99B13, 21A35;1;2, 3;5;NE;kom;1;1 god.;1,5 god;3 god;6.650,95;I;I;SPPD;Plastika, guma, metal, tekstil, svi moduli i materijali-originalni proizvod. ;
11;061812011101;Proteza za lakat, funkcionalna, mehanièka;Otto Bock Adria;Otto Bock Adria;Proteza za lakat, funkcionalna, mehanièka, Otto Bock Adria;Proteza za lakat, funkcionalna, mehanièka, 8K20, 10V18, 8S4, 99B13, 16X12, 21A35;1;2, 3;5;NE;kom;1;2 god.;3 god. ;3 god. ;13.683,80;I;I;SPPD;Metal - plastika,  tekstil, svi moduli i materijali-originalni proizvod. ;
12;061812011201;Proteza za lakat, funkcionalna, hibridna, mioelektronièka šaka i mehanièki lakat;Otto Bock Adria;Otto Bock Adria;Proteza za lakat, funkcionalna, hibridna, mioelektronièka šaka i mehanièki lakat, Otto Bock Adria;Proteza za lakat, funkcionalna, hibridna, mioelektronièka šaka i mehanièki lakat, 13E200, 10S4, 13E51, 13E129, 9E169, 757Z103, 757B15, 757L14, 757Z184, 10S1, 8E38=7 ili 8E39=7, 8S11, 16X12, 21A35;1;2, 3;5;NE;kom;1;2 god.;3 god. ;3 god.;51.120,45;I;I;SPPD;Metal - plastika, tekstil, svi moduli i materijali-originalni proizvod. ;
;;Proteze za nadlakticu (transhumeralni bataljak);;;;;;;;;;;;;;;;;;;
13;061815011301;Proteza za nadlakticu, kozmetièka, plastièna, gumena šaka;Otto Bock Adria;Otto Bock Adria;Proteza za nadlakticu, kozmetièka, plastièna, gumena šaka, Otto Bock Adria;Proteza za nadlakticu, kozmetièka, plastièna, gumena šaka, 8S6, 8S9, 8S5, 8S8, 8S4, 8S7, 10A40, 99B13, 12K5 ili 12K6, 21A35, Otto Bock Adria;1;2, 3;5;NE;kom;1;1 god.;1,5 god.;3 god.;6.857,12;I;I;SPPD;Plastika, guma, tekstil, metal, svi moduli i materijali-originalni proizvod. ;
14;061815011401;Proteza za nadlakticu, funkcionalna, mehanièka;Otto Bock Adria;Otto Bock Adria;Proteza za nadlakticu, funkcionalna, mehanièka, Otto Bock Adria;Proteza za nadlakticu, funkcionalna, mehanièka, 8K20, 10V18, 8S4, 99B13, 21A35, 12K5 ili 12K6;1;2, 3;5;NE;kom;1;2 god.;3 god.;3 god.;13.537,50;I;I;SPPD;Metal - plastika, tekstil, svi moduli i materijali-originalni proizvod. ;
15;061815011501;Proteza za nadlakticu, funkcionalna, hibridna, mioelektronièka šaka i mehanièki lakat ;Otto Bock Adria;Otto Bock Adria;Proteza za nadlakticu, funkcionalna, hibridna, mioelektronièka šaka i mehanièki lakat, Otto Bock Adria;Proteza za nadlakticu, funkcionalna, hibridna, mioelektronièka šaka i mehanièki lakat, 13E200, 10S4, 13E51, 13E129, 9E169, 757Z103, 757B15, 757L14, 757Z184, 10S1, 8E38=7, 8S11, 21A35, 12K5 ili 12K6;1;2, 3;5;NE;kom;1;2 god.;3 god.;3 god.;52.694,94;I;I;SPPD;Metal - plastika, tekstil, svi moduli i materijali-originalni proizvod. ;
;;Proteze za rame (dezartikulacijski bataljak);;;;;;;;;;;;;;;;;;;
16;061818011601;Proteza za rame, kozmetièka, plastièna, gumena šaka ;Otto Bock Adria;Otto Bock Adria;Proteza za rame, kozmetièka, plastièna, gumena šaka, Otto Bock Adria;Proteza za rame, kozmetièka, plastièna, gumena šaka, 8S6, 8S9, 8S5, 8S8, 8S4, 8S7, 10A40, 99B13, 21A35, 12K5 ili 12K6;1;2, 3;5;NE;kom;1;1 god.;1,5 god.;3 god.;7.968,60;I;I;SPPD;Plastika, guma, tekstil, svi moduli i materijali-originalni proizvod. ;
17;061818011701;Proteza za rame, funkcionalna, mehanièka;Otto Bock Adria;Otto Bock Adria;Proteza za rame, funkcionalna, mehanièka, Otto Bock Adria;Proteza za rame, funkcionalna, mehanièka, 8K20, 10V18, 8S4, 99B13, 21A35, 12K5 ili 12K6;1;2, 3;5;NE;kom;1;2 god.;3 god.;3 god.;14.345,00;I;I;SPPD;Metal - plastika,  tekstil, svi moduli i materijali-originalni proizvod. ;
18;061818011801;Proteza za rame funkcionalna, hibridna, mioelektronièka šaka i mehanièki lakat;Otto Bock Adria;Otto Bock Adria;Proteza za rame funkcionalna, hibridna, mioelektronièka šaka i mehanièki lakat, Otto Bock Adria;Proteza za rame funkcionalna, hibridna, mioelektronièka šaka i mehanièki lakat, 13E200, 10S4, 13E51, 13E129, 9E169, 757Z103, 757B15, 757L14, 757Z184, 10S1, 8E38=7, 8S11, 21A35, 12K5 ili 12K6;1;2, 3;5;NE;kom;1;2 god.;3 god.;3 god.;53.207,32;I;I;SPPD;Metal - plastika, tekstil, svi moduli i materijali-originalni proizvod. ;
;;Ležišta;;;;;;;;;;;;;;;;;;;
;;Ležište proteze za šaku;;;;;;;;;;;;;;;;;;;
19;061827011900;Ležište proteze za šaku, mehanièke;;;;;1;2, 3;5;NE;kom;1;6 mj.;1 god.;2 god.;2.630,55;I;I ;SPPD;Plastika, guma, svi materijali-originalni proizvod. ;
20;061827012000;Ležište proteze za šaku, mioelektronièke, transkarpalne;;;;;1;2, 3;5;NE;kom;1;6 mj.;1 god.;1,5 god.;5.125,25;I;I ;SPPD;Plastika,  svi materijali-originalni proizvod. ;
21;061827012100;Ležište proteze za šaku, mioelektronièke, dezartikulacijske;;;;;1;2, 3;5;NE;kom;1;6 mj.;1 god.;1,5 god. ;5.211,70;I;I ;SPPD;Plastika, svi materijali-originalni proizvod. ;
;;Ležište proteze za podlakticu;;;;;;;;;;;;;;;;;;;
22;061827012200;Ležište proteze za podlakticu, kozmetièke;;;;;1;2, 3;5;NE;kom;1;6 mj.;1 god.;2 god.;2.006,25;I;I;SPPD;Plastika,  svi materijali-originalni proizvod. ;
23;061827012300;Ležište proteze za podlakticu, mehanièke;;;;;1;2, 3;5;NE;kom;1;6 mj.;1 god.;1,5 god.;2.769,05;I;I;SPPD;Plastika, svi materijali-originalni proizvod. ;
24;061827012400;Ležište proteze za podlakticu, mioelektronièke;;;;;1;2, 3;5;NE;kom;1;6 mj.;1 god.;1,5 god.;5.284,02;I;I;SPPD;Plastika, svi materijali-originalni proizvod. ;
;;Ležište proteze za lakat;;;;;;;;;;;;;;;;;;;
25;061827012500;Ležište proteze za lakat, kozmetièke;;;;;1;2, 3;5;NE;kom;1;6 mj.;1 god.;2 god.;3.168,25;I;I;SPPD;Plastika, materijali-originalni proizvod ;
26;061827012600;Ležište proteze za lakat, mehanièke;;;;;1;2, 3;5;NE;kom;1;6 mj.;1 god.;1,5 god;4.814,60;I;I;SPPD;Plastika, svi materijali-originalni proizvod ;
27;061827012700;Ležište proteze za lakat, mioelektronièke;;;;;1;2, 3;5;NE;kom;1;6 mj.;1 god.;1,5 god.;7.070,85;I;I;SPPD;Plastika, svi materijali-originalni proizvod ;
;;Ležište proteze za nadlakticu;;;;;;;;;;;;;;;;;;;
28;061827012800;Ležište proteze za nadlakticu, kozmetièke;;;;;1;2, 3;5;NE;kom;1;6 mj.;1 god.;2 god.;3.319,80;I;I;SPPD;Plastika, svi materijali-originalni proizvod. ;
29;061827012900;Ležište proteze za nadlakticu, mehanièke;;;;;1;2, 3;5;NE;kom;1;6 mj.;1 god.;1,5 god.;5.015,35;I;I;SPPD;Plastika, svi materijali-originalni proizvod. ;
30;061827013000;Ležište proteze za nadlakticu, mioelektronièke;;;;;1;2, 3;5;NE;kom;1;6 mj.;1 god.;1,5 god.;7.365,52;I;I;SPPD;Plastika, svi materijali-originalni proizvod.;
;;Ležište proteze za rame;;;;;;;;;;;;;;;;;;;
31;061827013100;Ležište proteze za rame, kozmetièke;;;;;1;2, 3;5;NE;kom;1;6 mj.;1 god.;2 god.;4.308,25;I;I;SPPD;Plastika, svi materijali-originalni proizvod. ;
32;061827013200;Ležište proteze za rame, mehanièke;;;;;1;2, 3;5;NE;kom;1;6 mj.;1 god.;2 god.;5.948,90;I;I;SPPD;Plastika, svi materijali-originalni proizvod. ;
33;061827013300;Ležište proteze za rame, mioelektronièke;;;;;1;2, 3;5;NE;kom;1;6 mj.;1 god.;2 god.;7.146,85;I;I;SPPD;Plastika, svi materijali-originalni proizvod.;
;;Šaka ;;;;;;;;;;;;;;;;;;;
34;061824013401;Kozmetièka;Otto Bock Health Care GmbH;Otto Bock Adria;Kozmetièka, Otto Bock Health Care GmbH;Kozmetièka šaka, 8S8, 8S9, 8S7, 8S6, 8S5, 8S4;1;2,3;5;NE;kom;1;1 god;1,5 god;3 god;1.574,89;I;S;SPPD;Pjenasta gume, svi moduli i materijali-originalni proizvod.;
35;061824013501;Mehanièka ;Otto Bock Health Care GmbH;Otto Bock Adria;Mehanièka, Otto Bock Health Care GmbH;Mehanièka šaka, 8K20;1;2, 3;5;NE;kom;1;1 god.;3 god.;3 god.;2.081,71;I;S;SPPD;Metal, guma, plastika, svi moduli i materijali-originalni proizvod. ;
36;061824013601;Mioelektronièka, standardna;Otto Bock Health Care GmbH;Otto Bock Adria;Mioelektronièka, standardna, Otto Bock Health Care GmbH;Mioelektronièka šaka, standardna, 8E38=7;1;2, 3;5;NE;kom;1;2 god.;3 god.;3 god.;19.385,22;I;S;SPPD;Metal - plastika, svi moduli i materijali-originalni proizvod. ;
37;061824013701;Mioelektronièka, djeèja;Otto Bock Health Care GmbH;Otto Bock Adria;Mioelektronièka, djeèja, Otto Bock Health Care GmbH;Mioelektronièka šaka, djeèja, 8E51;1;2, 3;5;NE;kom;1;2 god.;3 god.;;27.865,40;I;S;SPPD;Metal - plastika, svi moduli i materijali-originalni proizvod. ;
38;061824013801;Mioelektronièka, transkarpalna;Otto Bock Health Care GmbH;Otto Bock Adria;Mioelektronièka, transkarpalna, Otto Bock Health Care GmbH;Mioelektronièka šaka, transkarpalna, 8E44;1;2, 3;5;NE;kom;1;2 god.;3 god.;3 god.;23.692,24;I;S;SPPD;Metal - plastika, svi moduli i materijali-originalni proizvod. ;
39;061824013901;Mioelektronièka, dezartikulacijska;Otto Bock Health Care GmbH;Otto Bock Adria;Mioelektronièka, dezartikulacijska, Otto Bock Health Care GmbH;Mioelektronièka, dezartikulacijska;1;2, 3;5;NE;kom;1;2 god.;3 god.;3 god.;20.294,72;I;S;SPPD;Metal - plastika, svi moduli i materijali-originalni proizvod. ;
;;Hvataljke i radni nastavci;;;;;;;;;;;;;;;;;;;
;;Hvataljke ;;;;;;;;;;;;;;;;;;;
40;061827014001;Hvataljka (standardna);Otto Bock Health Care GmbH;Otto Bock Adria;Hvataljka (standardna), Otto Bock Health Care GmbH;Hvataljka šake (standardna), 10A11;1;2, 3;5;NE;kom;1;;2 god.;3 god.;2.959,20;I;S;SPPD;Metal, svi moduli i materijali-originalni proizvod. ;
41;061827014100;Hvataljka (za djecu) ;;;;;1;2, 3;5;NE;kom;1;2 god.;;;1.940,59;I;S;SPPD;Metal, svi moduli i materijali-originalni proizvod. ;
42;061827014200;Hvataljka (za mladež);;;;;1;2, 3;5;NE;kom;1;;2 god.;;2.373,56;I;S;SPPD;Metal, svi moduli i materijali-originalni proizvod. ;
43;061827014300;Hvataljka (za radne aktivnosti);;;;;1;2, 3;5;NE;kom;1;;2 god.;3 god.;7.041,96;I;S;SPPD;Metal, svi moduli i materijali-originalni proizvod. ;
44;061827014401;Vezni element za prièvršæenje hvataljki ;Otto Bock Health Care GmbH;Otto Bock Adria;Vezni element za prièvršæenje hvataljki, Otto Bock Health Care GmbH;Vezni element za prièvršæenje hvataljki šake, 10A43;1;2, 3;5;NE;kom;1;2 god.;2 god.;3 god.;597,57;I;S;SPPD;Metal, svi moduli i materijali-originalni proizvod. ;
;;Radni nastavci ;;;;;;;;;;;;;;;;;;;
45;061827014501;Kuka ;Otto Bock Health Care GmbH;Otto Bock Adria;Kuka, Otto Bock Health Care GmbH;Kuka, 10A3;1;2, 3, 4;5;NE;kom;1;;2 god.;3 god.;170,56;I;S ;SPPD;Metal, svi moduli i materijali-originalni proizvod. ;
46;061827014601;Obruè ;Otto Bock Health Care GmbH;Otto Bock Adria;Obruè, Otto Boch health Care GmbH;Obruè, 10A4;1;2, 3, 4;5;NE;kom;1;;2 god.;3 god.;363,78;I;S ;SPPD;Metal, svi moduli i materijali-originalni proizvod. ;
47;061827014701;Okretni obruè ;Otto Bock Health Care GmbH;Otto Bock Adria;Okretni obruè, Otto Bock Health Care GmbH;Okretni obruè, 10A8;1;2, 3, 4;5;NE;kom;1;;2 god.;3 god.;747,85;I;S ;SPPD;Metal, svi moduli i materijali-originalni proizvod. ;
48;061827014801;Hvataljka sa stezaljkom ;Otto Bock Health Care GmbH;Otto Bock Adria;Hvataljka sa stezaljkom;Hvataljka sa stezaljkom, 10A2;1;2, 3, 4;5;NE;kom;1;;2 god.;3 god.;1.397,90;I;S ;SPPD;Metal, svi moduli i materijali-originalni proizvod. ;
49;061827014901;Vezni element za prièvršèenje radnog nastavka ;Otto Bock Health Care GmbH;Otto Bock Adria;Vezni element za prièvršèenje radnog nastavka, Otto Bock Health Care GmbH;Vezni element za prièvršèenje radnog nastavka, 10V15;1;2, 3, 4;5;NE;kom;1;;2 god.;3 god.;2.113,18;I;S ;SPPD;Metal, svi moduli i materijali-originalni proizvod. ;
;;Zglobovi;;;;;;;;;;;;;;;;;;;
50;061833015001;Zglob lakta ;Otto Bock Health Care GmbH;Otto Bock Adria;Zglob lakta, Otto Bock Health Care GmbH;Zglob lakta, 16X12;1;2, 3;5;NE;kom;1;2 god.;2 god.;3 god.;2.323,46;I;S;SPPD;Metal, svi moduli i materijali-originalni proizvod. ;
51;061833015101;Zglob lakta, skeletni ;Otto Bock Health Care GmbH;Otto Bock Adria;Zglob lakta, skeletni, Otto Bock health Care GmbH;Zglob lakta, skeletni, 12R1;1;2, 3;5;NE;kom;1;2 god.;2 god.;3 god.;1.958,48;I;S;SPPD;Metal, svi moduli i materijali-originalni proizvod. ;
52;061836015201;Zglob ramena, skeletni ;Otto Bock Health Care GmbH;Otto Bock Adria;Zglob ramena, skeletni, Otto Bock Health Care GmbH;Zglob ramena, skeletni, 12S7;1;2, 3;5;NE;kom;1;2 god.;2 god.;3 god.;2.090,00;I;S;SPPD;Metal, svi moduli i materijali-originalni proizvod. ;
;;Potrošni dijelovi;;;;;;;;;;;;;;;;;;;
53;061827015301;Navlaka za bataljak podlaktice ;Otto Bock Health Care GmbH;Otto Bock Adria;Navlaka za bataljak podlaktice, Otto Bock Health Care GmbH;Navlaka za bataljak podlaktice, 451F2, 451F3;1;2, 3, 4;5;NE;kom;12;1 god.;1 god.;1 god.;51,30;I;S;SPPD;Tekstil, svi moduli i materijali-originalni proizvod. ;
54;061827015401;Navlaka za bataljak nadlaktice ;Otto Bock Health Care GmbH;Otto Bock Adria;Navlaka za bataljak nadlaktice, Otto Bock health Care GmbH;Navlaka za bataljak nadlaktice, 451F2, 451F3;1;2, 3, 4;5;NE;kom;12;1 god.;1 god.;1 god.;52,25;I;S;SPPD;Tekstil, svi moduli i materijali-originalni proizvod. ;
55;061827015501;Estetska rukavica ;Otto Bock Health Care GmbH;Otto Bock Adria;Estetska rukavica, Otto Bock health care GmbH;Estetska rukavica, 8S4;1;2, 3, 4;5;NE;kom;1;;;1 god.;883,71;I;S;SPPD;PVC, svi moduli i materijali-originalni proizvod. ;
56;061827015601;Estetska rukavica (djeèja);Otto Bock Health Care GmbH;Otto Bock Adria;Estetska rukavica (djeèja), Otto Bock health Care GmbH;Estetska rukavica (djeèja), 8S6;1;2, 3, 4;5;NE;kom;1;6 mj.;1god.;;993,29;I;S;SPPD;PVC, svi moduli i materijali-originalni proizvod. ;
57;061827015701;Suspenzija za podlaktiènu protezu;Otto Bock Health Care GmbH;Otto Bock Adria;Suspenzija za podlaktiènu protezu, Otto Bock Health Care GmbH;Suspenzija za podlaktiènu protezu, 21A36;1;2, 3, 4;5;NE;kom;1;1 god.;1 god.;1 god;398,69;I;S;SPPD;Tekstil, svi moduli i materijali-originalni proizvod. ;
58;061827015801;Suspenzija na  nadlaktiènu protezu;Otto Bock Health Care GmbH;Otto Bock Adria;Suspenzija na  nadlaktiènu protezu, Otto Bock Health Care GmbH;Suspenzija za nadlaktiènu protezu, 21A35;1;2, 3, 4;5;NE;kom;1;1 god.;1,5 god.;3 god.;675,23;I;S;SPPD;Tekstil, svi moduli i materijali-originalni proizvod. ;
59;061827015901;Silikonski uložak za protezu podlaktice;Otto Bock Health Care GmbH;Otto Bock Adria;Silikonski uložak za protezu podlaktice, Otto Bock Health Care GmbH;Silikonski uložak za protezu podlaktice, 14Y1;1;2, 3, 4;5;NE;kom;1;1 god.;1 god.;2 god.;1.795,50;I;S;SPPD;Silikon, svi moduli i materijali-originalni proizvod. ;
60;061827016001;Silikonski uložak za protezu nadlaktice;Otto Bock Health Care GmbH;Otto Bock Adria;Silikonski uložak za protezu nadlaktice, Otto Bock Health Care GmbH;Silikonski uložak za protezu nadlaktice, 14Y1;1;2, 3, 4;5;NE;kom;1;1 god.;1 god.;2 god.;1.795,50;I;S;SPPD;Silikon, svi moduli i materijali-originalni proizvod. ;
61;061827016100;Svornjak za silikonski uložak;;;;;1;2, 3, 4;5;NE;kom;1;2 god.;2 god.;2 god.;125,24;I;S;SPPD;Metal, svi moduli i materijali-originalni proizvod. ;
62;061827016201;Bravica za silikonski uložak;Otto Bock Health Care GmbH;Otto Bock Adria;Bravica za silikonski uložak, Otto Bock Health care GmbH;Bravica za silikonski uložak, 14A1;1;2, 3, 4;5;NE;kom;1;2 god.;2 god.;2 god.;940,50;I;S;SPPD;Metal, svi moduli i materijali-originalni proizvod. ;
63;061827016301;Kozmetièki dio za nadlakticu;Otto Bock Health Care GmbH;Otto Bock Adria;Kozmetièki dio za nadlakticu, Otto Bock Health Care GmbH;Kozmetièki dio za nadlakticu, 15K1, 15K3;1;2, 3, 4;5;NE;kom;1;6 mj.;1 god.;2 god.;567,77;I;S;SPPD;Moltopren, svi moduli i materijali-originalni proizvod. ;
;;Dijelovi za mioelekronièku protezu;;;;;;;;;;;;;;;;;;;
64;062454056401;Akumulator;Otto Bock Health Care GmbH;Otto Bock Adria;Akumulator, Otto Bock Health Care GmbH;Akumulator, 757B15;1;4;5;NE;kom;1;2 god.;2 god.;2 god.;1.499,28**;I;S;SPPD;Metal, plastika, svi moduli i materijali-originalni proizvod. ;
65;062454056501;Elektrode;Otto Bock Health Care GmbH;Otto Bock Adria;Elektrode, Otto Bock health Care GmbH;Elektrode, 13E200;1;4;5;NE;kom;1;2 god.;2 god.;2 god.;4.823,45;I;S;SPPD;Metal, plastika, svi moduli i materijali-originalni proizvod. ;
66;062454056601;Kabel za elektrodu;Otto Bock Health Care GmbH;Otto Bock Adria;Kabel za elektrodu, Otto Bock Health Care GmbH;Kabel za elektrodu, 13E129;1;4;5;NE;kom;1;2 god.;2 god.;2 god.;276,72;I;S;SPPD;Metal, plastika, svi moduli i materijali-originalni proizvod. ;
;02;PROTEZE ZA NOGE;;;;;;;;;;;;;;;;;;;
;;Proteze za stopalo (djelomièna amputacija);;;;;;;;;;;;;;;;;;;
67;062403020101;Proteza za transmetatarzalni bataljak;Streifeneder ortho production Gmbh;Karl Dietz;Proteza za transmetatarzalni bataljak, Streifeneder ortho production Gmbh;Proteza za transmetatarzalni bataljak, Streifeneder;1;2, 3;5;NE;kom;1;6 mj.;8 mj.;1 g;3.344,90;I;I ;SPPD;Plastièni materijali, svi moduli i materijali-originalni proizvod. ;
68;062403020201;Proteza za bataljak po Lisfrancu ili Chopartu, plastièna, pojaèana ugljiènim vlaknima, kratka;Streifeneder ortho production Gmbh;Karl Dietz;Proteza za bataljak po Lisfrancu ili Chopartu, plastièna, pojaèana ugljiènim vlaknima, kratka, Streifeneder ortho production Gmbh;Proteza za bataljak po Lisfrancu ili Chopartu, plastièna, pojaèana ugljiènim vlaknima, kratka, Streifeneder;1;2, 3;5;NE;kom;1;8 mj.;1,5 g;2 g;3.251,56;I;I ;SPPD;Plastika, ugljièna vlakna, svi moduli i materijali-originalni proizvod. ;
69;062403020301;Proteza za bataljak po Lisfrancu ili Chopartu, plastièna, pojaèana ugljiènim vlaknima, duga ;Streifeneder ortho production Gmbh;Karl Dietz;Proteza za bataljak po Lisfrancu ili Chopartu, plastièna, pojaèana ugljiènim vlaknima, duga, Streifeneder ortho production Gmbh;Proteza za bataljak po Lisfrancu ili Chopartu, plastièna, pojaèana ugljiènim vlaknima, duga, Streifeneder;1;2, 3;5;NE;kom;1;8 mj.;1,5 g;2 g;3.576,71;I;I ;SPPD;Plastika, ugljièna vlakna, svi moduli i materijali-originalni proizvod. ;
70;062403020401;Proteza za bataljak po Lisfrancu ili Chopartu, sa stopalnom ploèom od ugljiènih vlakana (za visoko aktivne) ;Otto Bock Adria;Otto Bock Adria;Proteza za bataljak po Lisfrancu ili Chopartu, sa stopalnom ploèom od ugljiènih vlakana (za visoko aktivne), Otto Bock Health Care GmbH ;Proteza za bataljak po Lisfrancu ili Chopartu, sa stopalnom ploèom od ugljiènih vlakana (za visoko aktivne), 1E81;1;2, 3;5;NE;kom;1;;3 g;3 g;10.847,91;I;I ;SPPD;Plastika, ugljièna vlakna, svi moduli i materijali-originalni proizvod. ;
71;062403020402;Proteza za bataljak po Lisfrancu ili Chopartu, sa stopalnom ploèom od ugljiènih vlakana (za visoko aktivne) ;Streifeneder ortho production Gmbh;Karl Dietz;Proteza za bataljak po Lisfrancu ili Chopartu, sa stopalnom ploèom od ugljiènih vlakana (za visoko aktivne), Streifeneder otrho production Gmbh;Proteza za bataljak po Lisfrancu ili Chopartu, sa stopalnom ploèom od ugljiènih vlakana (za visoko aktivne), Streifeneder;1;2, 3;5;NE;kom;1;;3 g;3 g;10.847,91;I;I ;SPPD;Plastika, ugljièna vlakna, svi moduli i materijali-originalni proizvod. ;
;;Proteza za bataljak po Pirogoffu ili Symeu (transmaleolarni bataljak);;;;;;;;;;;;;;;;;;;
72;062403020501;Proteza za bataljak po Pirogoffu ili Symeu, standardna ;Otto Bock Adria;Otto Bock Adria;Proteza za bataljak po Pirogoffu ili Symeu, standardna, Otto Bock Adria;Proteza za bataljak po Pirogoffu ili Symeu, standardna, 1P9 ;1;2, 3;5;NE;kom;1;8 mj.;1,5 g;2 g;4.220,57;I;I;SPPD;Plastika, svi moduli i materijali-originalni proizvod. ;
73;062403020502;Proteza za bataljak po Pirogoffu ili Symeu, standardna ;Streifeneder ortho production Gmbh;Karl Dietz;Proteza za bataljak po Pirogoffu ili Symeu, standardna, Streifeneder ortho production Gmbh;Proteza za bataljak po Pirogoffu ili Symeu, standardna,Streifeneder;1;2, 3;5;NE;kom;1;8 mj.;1,5 g;2 g;4.220,57;I;I;SPPD;Plastika, svi moduli i materijali-originalni proizvod. ;
